ATENCIONES,CONSULTAS,SERVICIOS,ANIO,MES,DIA,CLINICA,FUENTE,REDENCION,%REDENCION
20,17,3,2016,5,6,YZA ORIENTE,YZA,1,0.059
7,7,0,2016,5,7,YZA ORIENTE,YZA,1,0.143
20,20,0,2016,5,9,YZA ORIENTE,YZA,4,0.2
18,15,3,2016,5,10,YZA ORIENTE,YZA,7,0.467
14,12,2,2016,5,11,YZA ORIENTE,YZA,7,0.583
7,4,3,2016,5,12,YZA ORIENTE,YZA,3,0.75
21,14,7,2016,5,13,YZA ORIENTE,YZA,10,0.714
18,16,2,2016,5,14,YZA ORIENTE,YZA,8,0.5
19,16,3,2016,5,16,YZA ORIENTE,YZA,6,0.375
0,0,0,2016,5,17,YZA ORIENTE,YZA,0,0
0,0,0,2016,5,18,YZA ORIENTE,YZA,0,0
0,0,0,2016,5,19,YZA ORIENTE,YZA,0,0
0,0,0,2016,5,20,YZA ORIENTE,YZA,0,0
0,0,0,2016,5,21,YZA ORIENTE,YZA,0,0
0,0,0,2016,5,23,YZA ORIENTE,YZA,0,0
0,0,0,2016,5,24,YZA ORIENTE,YZA,0,0
0,0,0,2016,5,25,YZA ORIENTE,YZA,0,0
0,0,0,2016,5,26,YZA ORIENTE,YZA,0,0
0,0,0,2016,5,27,YZA ORIENTE,YZA,0,0
0,0,0,2016,5,28,YZA ORIENTE,YZA,0,0
0,0,0,2016,5,30,YZA ORIENTE,YZA,0,0
0,0,0,2016,5,31,YZA ORIENTE,YZA,0,0
12,8,4,2016,4,1,YZA DIAZ ORDAZ,YZA,7,0.875
10,7,3,2016,4,2,YZA DIAZ ORDAZ,YZA,6,0.857
11,11,0,2016,4,4,YZA DIAZ ORDAZ,YZA,3,0.273
11,8,3,2016,4,5,YZA DIAZ ORDAZ,YZA,7,0.875
14,10,4,2016,4,6,YZA DIAZ ORDAZ,YZA,9,0.9
14,10,4,2016,4,7,YZA DIAZ ORDAZ,YZA,7,0.7
13,9,4,2016,4,8,YZA DIAZ ORDAZ,YZA,4,0.444
4,3,1,2016,4,9,YZA DIAZ ORDAZ,YZA,4,1.333
13,9,4,2016,4,11,YZA DIAZ ORDAZ,YZA,11,1.222
12,10,2,2016,4,12,YZA DIAZ ORDAZ,YZA,7,0.7
14,13,1,2016,4,13,YZA DIAZ ORDAZ,YZA,16,1.231
14,11,3,2016,4,14,YZA DIAZ ORDAZ,YZA,4,0.364
18,14,4,2016,4,15,YZA DIAZ ORDAZ,YZA,7,0.5
4,1,3,2016,4,16,YZA DIAZ ORDAZ,YZA,0,0
17,10,7,2016,4,18,YZA DIAZ ORDAZ,YZA,6,0.6
13,11,2,2016,4,19,YZA DIAZ ORDAZ,YZA,8,0.727
17,14,3,2016,4,20,YZA DIAZ ORDAZ,YZA,8,0.571
14,7,7,2016,4,21,YZA DIAZ ORDAZ,YZA,4,0.571
9,4,5,2016,4,22,YZA DIAZ ORDAZ,YZA,1,0.25
11,7,4,2016,4,23,YZA DIAZ ORDAZ,YZA,3,0.429
14,7,7,2016,4,25,YZA DIAZ ORDAZ,YZA,3,0.429
16,11,5,2016,4,26,YZA DIAZ ORDAZ,YZA,2,0.182
12,5,7,2016,4,27,YZA DIAZ ORDAZ,YZA,1,0.2
17,8,9,2016,4,28,YZA DIAZ ORDAZ,YZA,3,0.375
8,4,4,2016,4,29,YZA DIAZ ORDAZ,YZA,0,0
17,13,4,2016,4,30,YZA DIAZ ORDAZ,YZA,4,0.308
20,14,6,2016,5,2,YZA DIAZ ORDAZ,YZA,6,0.429
9,6,3,2016,5,3,YZA DIAZ ORDAZ,YZA,3,0.5
16,12,4,2016,5,4,YZA DIAZ ORDAZ,YZA,1,0.083
15,13,2,2016,5,5,YZA DIAZ ORDAZ,YZA,2,0.154
14,8,6,2016,5,6,YZA DIAZ ORDAZ,YZA,6,0.75
11,8,3,2016,5,7,YZA DIAZ ORDAZ,YZA,5,0.625
18,18,0,2016,5,9,YZA DIAZ ORDAZ,YZA,4,0.222
12,10,2,2016,5,10,YZA DIAZ ORDAZ,YZA,7,0.7
15,12,3,2016,5,11,YZA DIAZ ORDAZ,YZA,8,0.667
11,8,3,2016,5,12,YZA DIAZ ORDAZ,YZA,2,0.25
10,8,2,2016,5,13,YZA DIAZ ORDAZ,YZA,8,1
10,8,2,2016,5,14,YZA DIAZ ORDAZ,YZA,1,0.125
16,12,4,2016,5,16,YZA DIAZ ORDAZ,YZA,5,0.417
0,0,0,2016,5,17,YZA DIAZ ORDAZ,YZA,0,0
0,0,0,2016,5,18,YZA DIAZ ORDAZ,YZA,0,0
0,0,0,2016,5,19,YZA DIAZ ORDAZ,YZA,0,0
0,0,0,2016,5,20,YZA DIAZ ORDAZ,YZA,0,0
0,0,0,2016,5,21,YZA DIAZ ORDAZ,YZA,0,0
0,0,0,2016,5,23,YZA DIAZ ORDAZ,YZA,0,0
0,0,0,2016,5,24,YZA DIAZ ORDAZ,YZA,0,0
0,0,0,2016,5,25,YZA DIAZ ORDAZ,YZA,0,0
0,0,0,2016,5,26,YZA DIAZ ORDAZ,YZA,0,0
0,0,0,2016,5,27,YZA DIAZ ORDAZ,YZA,0,0
0,0,0,2016,5,28,YZA DIAZ ORDAZ,YZA,0,0
0,0,0,2016,5,30,YZA DIAZ ORDAZ,YZA,0,0
0,0,0,2016,5,31,YZA DIAZ ORDAZ,YZA,0,0
